"Nuclear Medicine Image Storage", "1.2.840.10008.5.1.4.1.1.20", "No", "Yes"
"VL Image Storage - Trial (Retired)", "1.2.840.10008.5.1.4.1.1.77.1", "No", "Yes"
"VL Multi-frame Image Storage - Trial (Retired)", "1.2.840.10008.5.1.4.1.1.77.2", "No", "Yes"
"VL Endoscopic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.1", "No", "Yes"
"VL Microscopic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.2", "No", "Yes"
"VL Slide-Coordinates Microscopic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.3", "No", "Yes"
"VL Photographic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.4", "No", "Yes"
"Ophthalmic Photography 8 Bit Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.1", "No", "Yes"
"Ophthalmic Photography 16 Bit Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.2", "No", "Yes"
"Ophthalmic Tomography Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.4", "No", "Yes"
"Wide Field Ophthalmic Photography Stereographic Projection Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.5", "No", "Yes"
"Wide Field Ophthalmic Photography 3D Coordinates Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.6", "No", "Yes"
"Ophthalmic Optical Coherence Tomography En Face Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.7", "No", "Yes"
"Ophthalmic Optical Coherence Tomography B-scan Volume Analysis Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.8", "No", "Yes"
"VL Whole Slide Microscopy Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.6", "No", "Yes"
"Dermoscopic Photography Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.7", "No", "Yes"
"Ophthalmic Thickness Map Storage", "1.2.840.10008.5.1.4.1.1.81.1", "No", "Yes"
"Corneal Topography Map Storage", "1.2.840.10008.5.1.4.1.1.82.1", "No", "Yes"
"Positron Emission Tomography Image Storage", "1.2.840.10008.5.1.4.1.1.128", "No", "Yes"
"Legacy Converted Enhanced PET Image Storage", "1.2.840.10008.5.1.4.1.1.128.1", "No", "Yes"
"Enhanced PET Image Storage", "1.2.840.10008.5.1.4.1.1.130", "No", "Yes"
"RT Image Storage", "1.2.840.10008.5.1.4.1.1.481.1", "No", "Yes"
"Enhanced RT Image Storage", "1.2.840.10008.5.1.4.1.1.481.23", "No", "Yes"
"Enhanced Continuous RT Image Storage", "1.2.840.10008.5.1.4.1.1.481.24", "No", "Yes"
"Private Fuji CR Image Storage", "1.2.392.200036.9125.1.1.2", "No", "Yes"
"Private GE Dicom CT Image Info Object", "1.2.840.113619.4.3", "No", "Yes"
"Private GE Dicom Display Image Info Object", "1.2.840.113619.4.4", "No", "Yes"
"Private GE Dicom MR Image Info Object", "1.2.840.113619.4.2", "No", "Yes"
"Private Philips CT Synthetic Image Storage", "1.3.46.670589.5.0.9", "No", "Yes"
"Private Philips CX Image Storage", "1.3.46.670589.2.4.1.1", "No", "Yes"
"Private Philips CX Synthetic Image Storage", "1.3.46.670589.5.0.12", "No", "Yes"
"Private Philips MR Color Image Storage", "1.3.46.670589.11.0.0.12.3", "No", "Yes"
"Private Philips MR Synthetic Image Storage", "1.3.46.670589.5.0.10", "No", "Yes"
"Private Philips Perfusion Image Storage", "1.3.46.670589.5.0.14", "No", "Yes"
"Private PixelMed Floating Point Image Storage", "1.3.6.1.4.1.5962.301.9", "No", "Yes"
"Private PixelMed Legacy Converted Enhanced CT Image Storage", "1.3.6.1.4.1.5962.301.1", "No", "Yes"
"Private PixelMed Legacy Converted Enhanced MR Image Storage", "1.3.6.1.4.1.5962.301.2", "No", "Yes"
"Private PixelMed Legacy Converted Enhanced PET Image Storage", "1.3.6.1.4.1.5962.301.3", "No", "Yes"
"Private PMOD Multi-frame Image Storage", "2.16.840.1.114033.5.1.4.1.1.130", "No", "Yes"
"Private Toshiba US Image Storage", "1.2.392.200036.9116.7.8.1.1.1", "No", "Yes"
"**Video Storage SOP Classes:**",,,
"Video Endoscopic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.1.1", "No", "Yes"
"Video Microscopic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.2.1", "No", "Yes"
"Video Photographic Image Storage", "1.2.840.10008.5.1.4.1.1.77.1.4.1", "No", "Yes"
"**Structured Report Storage SOP Classes:**",,,
"Spectacle Prescription Report Storage", "1.2.840.10008.5.1.4.1.1.78.6", "No", "Yes"
"Macular Grid Thickness and Volume Report Storage", "1.2.840.10008.5.1.4.1.1.79.1", "No", "Yes"
"Basic Text SR Storage", "1.2.840.10008.5.1.4.1.1.88.11", "No", "Yes"
"Enhanced SR Storage", "1.2.840.10008.5.1.4.1.1.88.22", "No", "Yes"
"Comprehensive SR Storage", "1.2.840.10008.5.1.4.1.1.88.33", "No", "Yes"
"Comprehensive 3D SR Storage", "1.2.840.10008.5.1.4.1.1.88.34", "No", "Yes"
"Extensible SR Storage", "1.2.840.10008.5.1.4.1.1.88.35", "No", "Yes"
"Procedure Log Storage", "1.2.840.10008.5.1.4.1.1.88.40", "No", "Yes"
"Mammography CAD SR Storage", "1.2.840.10008.5.1.4.1.1.88.50", "No", "Yes"
"Key Object Selection Document Storage", "1.2.840.10008.5.1.4.1.1.88.59", "No", "Yes"
"Chest CAD SR Storage", "1.2.840.10008.5.1.4.1.1.88.65", "No", "Yes"
"X-Ray Radiation Dose SR Storage", "1.2.840.10008.5.1.4.1.1.88.67", "No", "Yes"
"Radiopharmaceutical Radiation Dose SR Storage", "1.2.840.10008.5.1.4.1.1.88.68", "No", "Yes"
"Colon CAD SR Storage", "1.2.840.10008.5.1.4.1.1.88.69", "No", "Yes"
"Implantation Plan SR Storage", "1.2.840.10008.5.1.4.1.1.88.70", "No", "Yes"
"Acquisition Context SR Storage", "1.2.840.10008.5.1.4.1.1.88.71", "No", "Yes"
"Simplified Adult Echo SR Storage", "1.2.840.10008.5.1.4.1.1.88.72", "No", "Yes"
"Patient Radiation Dose SR Storage", "1.2.840.10008.5.1.4.1.1.88.73", "No", "Yes"
"Planned Imaging Agent Administration SR Storage", "1.2.840.10008.5.1.4.1.1.88.74", "No", "Yes"
"Performed Imaging Agent Administration SR Storage", "1.2.840.10008.5.1.4.1.1.88.75", "No", "Yes"
"Enhanced X-Ray Radiation Dose SR Storage", "1.2.840.10008.5.1.4.1.1.88.76", "No", "Yes"
"**Other Storage SOP Classes:**",,,
"Stored Print Storage SOP Class (Retired)", "1.2.840.10008.5.1.1.27", "No", "Yes"
"Hardcopy Grayscale Image Storage SOP Class (Retired)", "1.2.840.10008.5.1.1.29", "No", "Yes"
"Hardcopy Color Image Storage SOP Class (Retired)", "1.2.840.10008.5.1.1.30", "No", "Yes"
"MR Spectroscopy Storage", "1.2.840.10008.5.1.4.1.1.4.2", "No", "Yes"
"Multi-frame Single Bit Secondary Capture Image Storage", "1.2.840.10008.5.1.4.1.1.7.1", "No", "Yes"
"Standalone Overlay Storage (Retired)", "1.2.840.10008.5.1.4.1.1.8", "No", "Yes"
"Standalone Curve Storage (Retired)", "1.2.840.10008.5.1.4.1.1.9", "No", "Yes"
"12-lead ECG Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.1.1", "No", "Yes"
"General ECG Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.1.2", "No", "Yes"
"Ambulatory ECG Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.1.3", "No", "Yes"
"Hemodynamic Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.2.1", "No", "Yes"
"Cardiac Electrophysiology Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.3.1", "No", "Yes"
"Basic Voice Audio Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.4.1", "No", "Yes"
"General Audio Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.4.2", "No", "Yes"
"Arterial Pulse Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.5.1", "No", "Yes"
"Respiratory Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.6.1", "No", "Yes"
"Multi-channel Respiratory Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.6.2", "No", "Yes"
"Routine Scalp Electroencephalogram Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.7.1", "No", "Yes"
"Electromyogram Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.7.2", "No", "Yes"
"Electrooculogram Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.7.3", "No", "Yes"
"Sleep Electroencephalogram Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.7.4", "No", "Yes"
"Body Position Waveform Storage", "1.2.840.10008.5.1.4.1.1.9.8.1", "No", "Yes"
"Standalone Modality LUT Storage (Retired)", "1.2.840.10008.5.1.4.1.1.10", "No", "Yes"
"Standalone VOI LUT Storage (Retired)", "1.2.840.10008.5.1.4.1.1.11", "No", "Yes"
"Grayscale Softcopy Presentation State Storage SOP Class", "1.2.840.10008.5.1.4.1.1.11.1", "No", "Yes"
"Color Softcopy Presentation State Storage SOP Class", "1.2.840.10008.5.1.4.1.1.11.2", "No", "Yes"
"Pseudo-Color Softcopy Presentation State Storage SOP Class", "1.2.840.10008.5.1.4.1.1.11.3", "No", "Yes"
"Blending Softcopy Presentation State Storage SOP Class", "1.2.840.10008.5.1.4.1.1.11.4", "No", "Yes"
"XA/XRF Grayscale Softcopy Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.5", "No", "Yes"
"Grayscale Planar MPR Volumetric Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.6", "No", "Yes"
"Compositing Planar MPR Volumetric Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.7", "No", "Yes"
"Advanced Blending Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.8", "No", "Yes"
"Volume Rendering Volumetric Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.9", "No", "Yes"
"Segmented Volume Rendering Volumetric Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.10", "No", "Yes"
"Multiple Volume Rendering Volumetric Presentation State Storage", "1.2.840.10008.5.1.4.1.1.11.11", "No", "Yes"
"Parametric Map Storage", "1.2.840.10008.5.1.4.1.1.30", "No", "Yes"
"Raw Data Storage", "1.2.840.10008.5.1.4.1.1.66", "No", "Yes"
"Spatial Registration Storage", "1.2.840.10008.5.1.4.1.1.66.1", "No", "Yes"
"Spatial Fiducials Storage", "1.2.840.10008.5.1.4.1.1.66.2", "No", "Yes"
"Deformable Spatial Registration Storage", "1.2.840.10008.5.1.4.1.1.66.3", "No", "Yes"
"Segmentation Storage", "1.2.840.10008.5.1.4.1.1.66.4", "No", "Yes"
"Surface Segmentation Storage", "1.2.840.10008.5.1.4.1.1.66.5", "No", "Yes"
"Tractography Results Storage", "1.2.840.10008.5.1.4.1.1.66.6", "No", "Yes"
"Real World Value Mapping Storage", "1.2.840.10008.5.1.4.1.1.67", "No", "Yes"
"Surface Scan Mesh Storage", "1.2.840.10008.5.1.4.1.1.68.1", "No", "Yes"
"Surface Scan Point Cloud Storage", "1.2.840.10008.5.1.4.1.1.68.2", "No", "Yes"
"Stereometric Relationship Storage", "1.2.840.10008.5.1.4.1.1.77.1.5.3", "No", "Yes"
"Lensometry Measurements Storage", "1.2.840.10008.5.1.4.1.1.78.1", "No", "Yes"
"Autorefraction Measurements Storage", "1.2.840.10008.5.1.4.1.1.78.2", "No", "Yes"
"Keratometry Measurements Storage", "1.2.840.10008.5.1.4.1.1.78.3", "No", "Yes"
"Subjective Refraction Measurements Storage", "1.2.840.10008.5.1.4.1.1.78.4", "No", "Yes"
"Visual Acuity Measurements Storage", "1.2.840.10008.5.1.4.1.1.78.5", "No", "Yes"
"Ophthalmic Axial Measurements Storage", "1.2.840.10008.5.1.4.1.1.78.7", "No", "Yes"
"Intraocular Lens Calculations Storage", "1.2.840.10008.5.1.4.1.1.78.8", "No", "Yes"
"Ophthalmic Visual Field Static Perimetry Measurements Storage", "1.2.840.10008.5.1.4.1.1.80.1", "No", "Yes"
"Basic Structured Display Storage", "1.2.840.10008.5.1.4.1.1.131", "No", "Yes"
"Encapsulated PDF Storage", "1.2.840.10008.5.1.4.1.1.104.1", "No", "Yes"
"Encapsulated CDA Storage", "1.2.840.10008.5.1.4.1.1.104.2", "No", "Yes"
"Encapsulated STL Storage", "1.2.840.10008.5.1.4.1.1.104.3", "No", "Yes"
"Encapsulated OBJ Storage", "1.2.840.10008.5.1.4.1.1.104.4", "No", "Yes"
"Encapsulated MTL Storage", "1.2.840.10008.5.1.4.1.1.104.5", "No", "Yes"
"Standalone PET Curve Storage (Retired)", "1.2.840.10008.5.1.4.1.1.129", "No", "Yes"
"Text SR Storage Trial (Retired)", "1.2.840.10008.5.1.4.1.1.88.1", "No", "Yes"
"Audio SR Storage Trial (Retired)", "1.2.840.10008.5.1.4.1.1.88.2", "No", "Yes"
"Detail SR Storage Trial (Retired)", "1.2.840.10008.5.1.4.1.1.88.3", "No", "Yes"
"Comprehensive SR Storage Trial (Retired)", "1.2.840.10008.5.1.4.1.1.88.4", "No", "Yes"
"Content Assessment Results Storage", "1.2.840.10008.5.1.4.1.1.90.1", "No", "Yes"
"Microscopy Bulk Simple Annotations Storage", "1.2.840.10008.5.1.4.1.1.91.1", "No", "Yes"
"CT Performed Procedure Protocol Storage", "1.2.840.10008.5.1.4.1.1.200.2", "No", "Yes"
"XA Performed Procedure Protocol Storage", "1.2.840.10008.5.1.4.1.1.200.8", "No", "Yes"
"RT Dose Storage", "1.2.840.10008.5.1.4.1.1.481.2", "No", "Yes"
"RT Structure Set Storage", "1.2.840.10008.5.1.4.1.1.481.3", "No", "Yes"
"RT Beams Treatment Record Storage", "1.2.840.10008.5.1.4.1.1.481.4", "No", "Yes"
"RT Plan Storage", "1.2.840.10008.5.1.4.1.1.481.5", "No", "Yes"
"RT Brachy Treatment Record Storage", "1.2.840.10008.5.1.4.1.1.481.6", "No", "Yes"
"RT Treatment Summary Record Storage", "1.2.840.10008.5.1.4.1.1.481.7", "No", "Yes"
"RT Ion Plan Storage", "1.2.840.10008.5.1.4.1.1.481.8", "No", "Yes"
"RT Ion Beams Treatment Record Storage", "1.2.840.10008.5.1.4.1.1.481.9", "No", "Yes"
"RT Physician Intent Storage", "1.2.840.10008.5.1.4.1.1.481.10", "No", "Yes"
"RT Segment Annotation Storage", "1.2.840.10008.5.1.4.1.1.481.11", "No", "Yes"
"RT Radiation Set Storage", "1.2.840.10008.5.1.4.1.1.481.12", "No", "Yes"
"C-Arm Photon-Electron Radiation Storage", "1.2.840.10008.5.1.4.1.1.481.13", "No", "Yes"
"Tomotherapeutic Radiation Storage", "1.2.840.10008.5.1.4.1.1.481.14", "No", "Yes"
"Robotic-Arm Radiation Storage", "1.2.840.10008.5.1.4.1.1.481.15", "No", "Yes"
"RT Radiation Record Set Storage", "1.2.840.10008.5.1.4.1.1.481.16", "No", "Yes"
"RT Radiation Salvage Record Storage", "1.2.840.10008.5.1.4.1.1.481.17", "No", "Yes"
"Tomotherapeutic Radiation Record Storage", "1.2.840.10008.5.1.4.1.1.481.18", "No", "Yes"
"C-Arm Photon-Electron Radiation Record Storage", "1.2.840.10008.5.1.4.1.1.481.19", "No", "Yes"
"Robotic Radiation Record Storage", "1.2.840.10008.5.1.4.1.1.481.20", "No", "Yes"
"RT Radiation Set Delivery Instruction Storage", "1.2.840.10008.5.1.4.1.1.481.21", "No", "Yes"
"RT Treatment Preparation Storage", "1.2.840.10008.5.1.4.1.1.481.22", "No", "Yes"
"RT Patient Position Acquisition Instruction Storage", "1.2.840.10008.5.1.4.1.1.481.25", "No", "Yes"
"RT Beams Delivery Instruction Storage", "1.2.840.10008.5.1.4.34.7", "No", "Yes"
"RT Brachy Application Setup Delivery Instruction Storage", "1.2.840.10008.5.1.4.34.10", "No", "Yes"
"Private Agfa Arrival Transaction", "1.2.124.113532.3500.8.1", "No", "Yes"
"Private Agfa Basic Attribute Presentation State", "1.2.124.113532.3500.7", "No", "Yes"
"Private Agfa Dictation Transaction", "1.2.124.113532.3500.8.2", "No", "Yes"
"Private Agfa Report Approval Transaction", "1.2.124.113532.3500.8.4", "No", "Yes"
"Private Agfa Report Transcription Transaction", "1.2.124.113532.3500.8.3", "No", "Yes"
"Private ERAD Practice Builder Report Dictation Storage", "1.2.826.0.1.3680043.293.1.0.2", "No", "Yes"
"Private ERAD Practice Builder Report Text Storage", "1.2.826.0.1.3680043.293.1.0.1", "No", "Yes"
"Private GE 3D Model Storage", "1.2.840.113619.4.26", "No", "Yes"
"Private GE Collage Storage", "1.2.528.1.1001.5.1.1.1", "No", "Yes"
"Private GE eNTEGRA Protocol or NM Genie Storage", "1.2.840.113619.4.27", "No", "Yes"
"Private GE PET Raw Data Storage", "1.2.840.113619.4.30", "No", "Yes"
"Private GE RT Plan Storage", "1.2.840.113619.4.5.249", "No", "Yes"
"Private Philips 3D Object Storage", "1.3.46.670589.5.0.2.1", "No", "Yes"
"Private Philips 3D Object Storage (Retired)", "1.3.46.670589.5.0.2", "No", "Yes"
"Private Philips 3D Presentation State Storage", "1.3.46.670589.2.5.1.1", "No", "Yes"
"Private Philips Composite Object Storage", "1.3.46.670589.5.0.4", "No", "Yes"
"Private Philips HP Live 3D 01 Storage", "1.2.840.113543.6.6.1.3.10001", "No", "Yes"
"Private Philips HP Live 3D 02 Storage", "1.2.840.113543.6.6.1.3.10002", "No", "Yes"
"Private Philips Live Run Storage", "1.3.46.670589.7.8.1618510092", "No", "Yes"
"Private Philips MR Cardio Analysis Storage", "1.3.46.670589.5.0.11.1", "No", "Yes"
"Private Philips MR Cardio Analysis Storage (Retired)", "1.3.46.670589.5.0.11", "No", "Yes"
"Private Philips MR Cardio Profile Storage", "1.3.46.670589.5.0.7", "No", "Yes"
"Private Philips MR Cardio Storage", "1.3.46.670589.5.0.8.1", "No", "Yes"
"Private Philips MR Cardio Storage (Retired)", "1.3.46.670589.5.0.8", "No", "Yes"
"Private Philips MR Examcard Storage", "1.3.46.670589.11.0.0.12.4", "No", "Yes"
"Private Philips MR Series Data Storage", "1.3.46.670589.11.0.0.12.2", "No", "Yes"
"Private Philips MR Spectrum Storage", "1.3.46.670589.11.0.0.12.1", "No", "Yes"
"Private Philips Perfusion Storage", "1.3.46.670589.5.0.13", "No", "Yes"
"Private Philips Reconstruction Storage", "1.3.46.670589.7.8.16185100130", "No", "Yes"
"Private Philips Run Storage", "1.3.46.670589.7.8.16185100129", "No", "Yes"
"Private Philips Specialised XA Storage", "1.3.46.670589.2.3.1.1", "No", "Yes"
"Private Philips Surface Storage", "1.3.46.670589.5.0.3.1", "No", "Yes"
"Private Philips Surface Storage (Retired)", "1.3.46.670589.5.0.3", "No", "Yes"
"Private Philips Volume Set Storage", "1.3.46.670589.2.11.1.1", "No", "Yes"
"Private Philips Volume Storage", "1.3.46.670589.5.0.1.1", "No", "Yes"
"Private Philips Volume Storage (Retired)", "1.3.46.670589.5.0.1", "No", "Yes"
"Private Philips VRML Storage", "1.3.46.670589.2.8.1.1", "No", "Yes"
"Private Philips X-Ray MF Storage", "1.3.46.670589.7.8.1618510091", "No", "Yes"
"Private Siemens AX Frame Sets Storage", "1.3.12.2.1107.5.99.3.11", "No", "Yes"
"Private Siemens CSA Non Image Storage", "1.3.12.2.1107.5.9.1", "No", "Yes"
"Private Siemens CT MR Volume Storage", "1.3.12.2.1107.5.99.3.10", "No", "Yes"
"Private TomTec Annotation Storage", "1.2.276.0.48.5.1.4.1.1.7", "No", "Yes"
